"Gender","Age","Family_history_with_overweight","high_calorie_food_eat","vegetable_eat_daily","main_meals_daily","food_between_meals","SMOKE","Water_daily","Calories_monitoring","Physical_activity","Electronic_usage_daily","Alcohol_consumption","Method_of_Transport","Obesity_Level","food_between_meals_num","Alcohol_consumption_num","Obesity_Level_num","Method_of_Transport_num","Age_group","Diet_score"
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.83,"No",1.51,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.42,"No",2,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.3,"No",0.83,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.76,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.65,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.55,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.18,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.21,"No",0.11,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.44,"No",0.22,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.6,"No",0.03,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.53,"No",0.02,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",19,"Yes","Yes",3,3,"Sometimes","No",1.23,"No",0.79,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.62,"No",1.38,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.95,"No",1.49,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.71,"No",1.59,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.51,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.64,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.61,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.22,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.66,"No",1.67,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.82,"No",1.58,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",23,"Yes","Yes",3,3,"Sometimes","No",2.51,"No",0.33,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",24,"Yes","Yes",3,3,"Sometimes","No",2.58,"No",0.17,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.5,"No",1.55,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.25,"No",0.64,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.37,"No",1.25,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.31,"No",1.68,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.44,"No",1.46,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.83,"No",1.41,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",24,"Yes","Yes",3,3,"Sometimes","No",2.72,"No",0.34,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.99,"No",0.36,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.56,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.64,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.63,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.88,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.92,"No",0.03,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.31,"No",0.07,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.69,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.62,"No",0.09,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.52,"No",1.49,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.8,"No",1.68,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",22,"Yes","Yes",3,3,"Sometimes","No",2.09,"No",1.27,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",23,"Yes","Yes",3,3,"Sometimes","No",2.84,"No",1.34,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1,"No",0,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.01,"No",0.02,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.32,"No",1.97,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.07,"No",1.99,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.96,"No",0,0,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.78,"No",0,0,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.3,"No",0.28,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.24,"No",0.26,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",19,"Yes","Yes",3,3,"Sometimes","No",1.31,"No",0.91,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.12,"No",0.88,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.67,"No",0,0.3,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.7,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.61,"No",1.96,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.75,"No",1.99,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.35,"No",0.25,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.4,"No",0.43,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.92,"No",1.54,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.96,"No",1.46,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.55,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.51,"No",0,0.3,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.65,"No",0,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.59,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.33,"No",1.44,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.84,"No",1.47,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.02,"No",0.03,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.03,"No",0.05,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.65,"No",0.14,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.2,"No",0.09,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.69,"No",1.17,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.53,"No",1.98,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.23,"No",1.88,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.16,"No",2,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.77,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.81,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.63,"No",0.01,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.48,"No",0.1,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.53,"No",0.18,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.48,"No",0.2,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.61,"No",0.03,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.53,"No",0.02,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.48,"No",0.74,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",22,"Yes","Yes",3,3,"Sometimes","No",1.91,"No",0.22,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.41,"No",1.56,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.42,"No",1.56,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.69,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.7,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.62,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.56,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.42,"No",1.7,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.42,"No",1.71,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",23,"Yes","Yes",3,3,"Sometimes","No",2.43,"No",0.29,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",23,"Yes","Yes",3,3,"Sometimes","No",2.5,"No",0.19,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.8,"No",1.43,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.77,"No",0.62,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.37,"No",1.26,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.3,"No",1.7,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.68,"No",1.47,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.84,"No",1.43,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",24,"Yes","Yes",3,3,"Sometimes","No",2.8,"No",0.38,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.99,"No",0.39,0.3,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.68,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.77,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.62,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.72,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.44,"No",0.13,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.54,"No",0.15,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.68,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.57,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.76,"No",1.47,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.84,"No",1.53,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",23,"Yes","Yes",3,3,"Sometimes","No",2.86,"No",1.05,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",24,"Yes","Yes",3,3,"Sometimes","No",2.85,"No",1.3,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.07,"No",0.03,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.03,"No",0.08,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.07,"No",0.01,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.03,"No",0.07,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.7,"No",1.52,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.83,"No",1.78,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.31,"No",1.96,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.16,"No",2,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.78,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.79,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.71,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.71,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.53,"No",0.22,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.55,"No",0.21,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.17,"No",0.26,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.44,"No",0.17,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.24,"No",0.53,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.54,"No",0.63,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.21,"No",1.72,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.3,"No",1.72,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.7,"No",0,0.3,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.64,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.71,"No",0,0.3,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.7,"No",0,0.3,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.4,"No",1.93,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.61,"No",1.62,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.87,"No",1.48,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.25,"No",1.61,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.7,"No",1.61,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.66,"No",1.09,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.41,"No",1.92,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.35,"No",1.05,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.9,"No",1.61,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.86,"No",1.46,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.89,"No",1.48,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.89,"No",1.41,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.62,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.68,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.55,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.62,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
